,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80156384142102,9.838693740690777,9.872211896909059,9.901980181997176,9.927840230741074,9.9494710022258
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.799301562922588,9.849691956656162,9.896304899070063,9.939030822711725,9.977440588166793,10.011515158185352,10.041060631836437,10.06596758207952,10.086109822851533,10.10134800730693,10.064339120386965,10.06986603234728,10.069828537491208,10.06405202765408
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833931085054594,9.893766124031998,9.949266551459505,9.999944106400871,10.04570319488379,10.086410586964623,10.121953048548624,10.104931638799822,10.13087779251703,10.151401592671832,10.16650620619759,10.176029795043307,10.179782659967366,10.177504981348982,10.168891295463492,10.15357189543257,10.131103303159774,10.100945064063334,10.062574799936854,10.015264158713007
0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.806843048186114,9.880087808224538,9.948381660441843,10.011137973786965,10.068113786736227,10.119162340350556,10.12505608668717,10.156751242480556,10.190914523870955,10.21918923715894,10.237206719238262,10.25380030343974,10.264243612086272,10.268342296503912,10.26581132716673,10.256257969309447,10.239173632334186,10.213919902667644,10.182914825346504,10.138752838992051,10.083643523981785,10.016394572798927,9.935775006346514,9.840896766564999,9.731904446626295,9.617542321020856
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.873357997551448,9.954013358271403,10.028037488536834,10.095135391720651,10.155100251019434,10.160976129720085,10.208097649437578,10.243845093155006,10.277769106954498,10.305049073391064,10.325756185216429,10.339871770043722,10.347267306564826,10.34765727464716,10.340593098616996,10.325424821518904,10.301273907784399,10.26706045435191,10.224255305599968,10.165542980531113,10.09134276335212,9.998457944571411,9.88307268577589,9.751260265959665,9.575916441660151,9.430034209848868,9.25282334432236,9.113082222871617,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.894984636685324,9.98623005900469,10.069280535728081,10.143764582210563,10.162405994509484,10.221303492259713,10.294960181804596,10.338670233108592,10.374685521914149,10.40333103112578,10.424802810065284,10.439297087472944,10.419827532790727,10.42030780249553,10.412612944830581,10.395551474757836,10.367609486205478,10.327451398373032,10.274141563248255,10.206208956201896,10.12192573912346,10.002401596178595,9.23424183222125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860824976304361,9.967714700944601,10.06498047348467,10.151857641887341,10.181233764102409,10.271620318173488,10.330966054371421,10.380957661771347,10.4223336910143,10.455799252881155,10.481879314000446,10.50100147792881,10.512924080267549,10.491189689538567,10.486027993613451,10.46796871796474,10.433849379677595,10.383942631637524,10.322723914002312,10.251151976712045,10.161200383704696,9.654483659005109,9.700038054725269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.881995797653278,10.000790578809776,10.10751731709459,10.153693630125723,10.265141921723448,10.331865843823751,10.393192186282457,10.44436979251848,10.486708997739525,10.521320849730932,10.54896451980693,10.569134654863072,10.554928978711311,10.553581064414583,10.532480672294351,10.483431977812389,10.410113711268645,10.338416851107242,10.296265580047582,9.997455593778318,9.66808927644179,9.61924547327934,0.0,3.9496181670097465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.851308236989636,9.987383118951886,10.109162300489237,10.167788672632303,10.283684223457142,10.3640394486366,10.431233111784382,10.48731348203031,10.534344014355396,10.57396894713485,10.605974570335782,10.627611252276779,10.610256962398934,10.594229946882702,10.54110451149166,10.429593003686476,10.314256413329943,10.315264277272654,9.98826993342284,9.389560377723305,9.314985287999027,3.865883620643936,3.7000192756152996,3.4980259012350774,3.417719723255533,4.391437767830009,4.213343441275966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
